profile_id,strokes
OHE-01554,15
OHE-01555,15
OHE-01556,15
OHE-01557,18
OHE-01558,18
OHE-01559,20
OHE-01560,22
OHE-01561,2
OHE-01562,3
OHE-01563,5
OHE-01564,6
OHE-01565,6
OHE-01566,6
OHE-01567,6
OHE-01568,8
OHE-01569,9
OHE-01570,11
OHE-01571,11
OHE-01572,11
OHE-01573,12
OHE-01574,12
OHE-01575,14
OHE-01576,16
OHE-01577,10
OHE-01578,11
OHE-01579,11
OHE-01580,17
OHE-01581,17
OHE-01582,21
OHE-01583,2
OHE-01584,4
OHE-01585,4
OHE-01586,6
OHE-01587,6
OHE-01588,7
OHE-01589,9
OHE-01590,11
OHE-01591,14
OHE-01592,1
OHE-01593,4
OHE-01594,8
OHE-01595,12
OHE-01596,14
OHE-01597,14
OHE-01598,15
OHE-01599,18
OHE-01600,4
OHE-01601,6
OHE-01602,13
OHE-01603,2
OHE-01604,12
OHE-01605,3
OHE-01606,5
OHE-01607,6
OHE-01608,6
OHE-01609,9
OHE-01610,10
OHE-01611,11
OHE-01612,11
OHE-01613,11
OHE-01614,13
OHE-01615,13
OHE-01616,14
OHE-01617,14
OHE-01618,15
OHE-01619,20
OHE-01620,7
OHE-01621,7
OHE-01622,9
OHE-01623,11
OHE-01624,18
OHE-01625,19
OHE-01626,15
OHE-01627,15
OHE-01628,16
OHE-01629,24
OHE-01630,18
OHE-01631,6
OHE-01632,6
OHE-01633,7
OHE-01634,7
OHE-01635,8
OHE-01636,11
OHE-01637,11
OHE-01638,11
OHE-01639,11
OHE-01640,12
OHE-01641,12
OHE-01642,12
OHE-01643,13
OHE-01644,13
OHE-01645,14
OHE-01646,15
OHE-01647,15
OHE-01648,16
OHE-01649,16
OHE-01650,17
OHE-01651,19
OHE-01652,20
OHE-01653,4
OHE-01654,6
OHE-01655,6
OHE-01656,7
OHE-01657,9
OHE-01658,10
OHE-01659,10
OHE-01660,10
OHE-01661,11
OHE-01662,12
OHE-01663,13
OHE-01664,13
OHE-01665,16
OHE-01666,17
OHE-01667,8
OHE-01668,16
OHE-01669,8
OHE-01670,11
OHE-01671,12
OHE-01672,12
OHE-01673,13
OHE-01674,15
OHE-01675,7
OHE-01676,8
OHE-01677,11
OHE-01678,11
OHE-01679,12
OHE-01680,13
OHE-01681,15
OHE-01682,15
OHE-01683,16
OHE-01684,17
OHE-01685,18
OHE-01686,18
OHE-01687,20
OHE-01688,5
OHE-01689,6
OHE-01690,7
OHE-01691,8
OHE-01692,8
OHE-01693,9
OHE-01694,10
OHE-01695,10
OHE-01696,11
OHE-01697,12
OHE-01698,13
OHE-01699,13
OHE-01700,13
OHE-01701,13
OHE-01702,13
OHE-01703,14
OHE-01704,16
OHE-01705,19
OHE-01706,4
OHE-01707,8
OHE-01708,12
OHE-01709,15
OHE-01710,5
OHE-01711,8
OHE-01712,15
OHE-01713,17
OHE-01714,12
OHE-01715,15
OHE-01716,2
OHE-01717,4
OHE-01718,5
OHE-01719,6
OHE-01720,7
OHE-01721,7
OHE-01722,7
OHE-01723,8
OHE-01724,8
OHE-01725,8
OHE-01726,8
OHE-01727,9
OHE-01728,9
OHE-01729,9
OHE-01730,9
OHE-01731,9
OHE-01732,10
OHE-01733,10
OHE-01734,11
OHE-01735,11
OHE-01736,11
OHE-01737,11
OHE-01738,12
OHE-01739,12
OHE-01740,12
OHE-01741,12
OHE-01742,12
OHE-01743,12
OHE-01744,12
OHE-01745,13
OHE-01746,13
OHE-01747,13
OHE-01748,13
OHE-01749,13
OHE-01750,13
OHE-01751,14
OHE-01752,14
OHE-01753,15
OHE-01754,16
OHE-01755,16
OHE-01756,19
OHE-01757,7
OHE-01758,8
OHE-01759,9
OHE-01760,11
OHE-01761,11
OHE-01762,11
OHE-01763,11
OHE-01764,12
OHE-01765,14
OHE-01766,14
OHE-01767,15
OHE-01768,16
OHE-01769,18
OHE-01770,18
OHE-01771,19
OHE-01772,6
OHE-01773,6
OHE-01774,7
OHE-01775,10
OHE-01776,10
OHE-01777,10
OHE-01778,10
OHE-01779,11
OHE-01780,11
OHE-01781,11
OHE-01782,11
OHE-01783,11
OHE-01784,11
OHE-01785,11
OHE-01786,11
OHE-01787,12
OHE-01788,12
OHE-01789,12
OHE-01790,13
OHE-01791,14
OHE-01792,14
OHE-01793,14
OHE-01794,15
OHE-01795,16
OHE-01796,17
OHE-01797,17
OHE-01798,18
OHE-01799,7
OHE-01800,11
OHE-01801,6
OHE-01802,12
OHE-01803,8
OHE-01804,8
OHE-01805,10
OHE-01806,11
OHE-01807,12
OHE-01808,12
OHE-01809,12
OHE-01810,13
OHE-01811,14
OHE-01812,14
OHE-01813,17
OHE-01814,17
OHE-01815,20
OHE-01816,5
OHE-01817,7
OHE-01818,7
OHE-01819,10
OHE-01820,5
OHE-01821,6
OHE-01822,6
OHE-01823,6
OHE-01824,7
OHE-01825,7
OHE-01826,8
OHE-01827,8
OHE-01828,9
OHE-01829,9
OHE-01830,9
OHE-01831,9
OHE-01832,9
OHE-01833,10
OHE-01834,11
OHE-01835,11
OHE-01836,11
OHE-01837,12
OHE-01838,13
OHE-01839,15
OHE-01840,15
OHE-01841,16
OHE-01842,19
OHE-01843,22
OHE-01844,6
OHE-01845,9
OHE-01846,10
OHE-01847,10
OHE-01848,10
OHE-01849,11
OHE-01850,11
OHE-01851,11
OHE-01852,12
OHE-01853,12
OHE-01854,13
OHE-01855,14
OHE-01856,15
OHE-01857,17
OHE-01858,18
OHE-01859,19
OHE-01860,11
OHE-01861,4
OHE-01862,6
OHE-01863,9
OHE-01864,12
OHE-01865,19
OHE-01866,6
OHE-01867,10
OHE-01868,12
OHE-01869,15
OHE-01870,16
OHE-01871,19
OHE-01872,19
OHE-01873,4
OHE-01874,4
OHE-01875,4
OHE-01876,5
OHE-01877,6
OHE-01878,6
OHE-01879,6
OHE-01880,7
OHE-01881,7
OHE-01882,7
OHE-01883,8
OHE-01884,8
OHE-01885,8
OHE-01886,9
OHE-01887,10
OHE-01888,10
OHE-01889,10
OHE-01890,10
OHE-01891,10
OHE-01892,11
OHE-01893,12
OHE-01894,14
OHE-01895,15
OHE-01896,19
OHE-01897,8
OHE-01898,13
OHE-01899,15
OHE-01900,18
OHE-01901,18
OHE-01902,7
OHE-01903,10
OHE-01904,10
OHE-01905,10
OHE-01906,10
OHE-01907,10
OHE-01908,11
OHE-01909,12
OHE-01910,12
OHE-01911,14
OHE-01912,14
OHE-01913,14
OHE-01914,14
OHE-01915,15
OHE-01916,15
OHE-01917,15
OHE-01918,15
OHE-01919,16
OHE-01920,16
OHE-01921,17
OHE-01922,18
OHE-01923,10
OHE-01924,15
OHE-01925,4
OHE-01926,11
OHE-01927,12
OHE-01928,16
OHE-01929,16
OHE-01930,20
OHE-01931,15
OHE-01932,16
OHE-01933,5
OHE-01934,6
OHE-01935,6
OHE-01936,7
OHE-01937,10
OHE-01938,13
OHE-01939,16
OHE-01940,17
OHE-01941,17
OHE-01942,18
OHE-01943,19
OHE-01944,20
OHE-01945,24
OHE-01946,25
OHE-01947,26
OHE-01948,27
OHE-01949,5
OHE-01950,14
OHE-01951,11
OHE-01952,8
OHE-01953,9
OHE-01954,10
OHE-01955,11
OHE-01956,11
OHE-01957,12
OHE-01958,12
OHE-01959,14
OHE-01960,14
OHE-01961,14
OHE-01962,14
OHE-01963,16
OHE-01964,8
OHE-01965,11
OHE-01966,11
OHE-01967,11
OHE-01968,12
OHE-01969,14
OHE-01970,14
OHE-01971,17
OHE-01972,5
OHE-01973,12
OHE-01974,11
OHE-01975,4
OHE-01976,9
OHE-01977,11
OHE-01978,15
OHE-01979,3
OHE-01980,3
OHE-01981,4
OHE-01982,5
OHE-01983,9
OHE-01984,11
OHE-01985,15
OHE-01986,19
OHE-01987,19
OHE-01988,10
OHE-01989,12
OHE-01990,14
OHE-01991,15
OHE-01992,16
OHE-01993,16
OHE-01994,19
OHE-01995,21
OHE-01996,6
OHE-01997,12
OHE-01998,13
OHE-01999,18
OHE-02000,12
OHE-02001,8
OHE-02002,12
OHE-02003,12
OHE-02004,15
OHE-02005,22
OHE-02006,25
OHE-02007,15
OHE-02008,16
OHE-02009,17
OHE-02010,23
OHE-02011,7
OHE-02012,9
OHE-02013,9
OHE-02014,12
OHE-02015,12
OHE-02016,13
OHE-02017,16
OHE-02018,18
OHE-02019,18
OHE-02020,20
OHE-02021,3
OHE-02022,7
OHE-02023,17
OHE-02024,17
OHE-02025,18
OHE-02026,19
OHE-02027,11
OHE-02028,12
OHE-02029,13
OHE-02030,9
OHE-02031,9
OHE-02032,12
OHE-02033,13
OHE-02034,13
OHE-02035,15
OHE-02036,16
OHE-02037,16
OHE-02038,17
OHE-02039,4
OHE-02040,10
OHE-02041,10
OHE-02042,12
OHE-02043,16
OHE-02044,16
OHE-02045,9
OHE-02046,13
OHE-02047,14
OHE-02048,5
OHE-02049,6
OHE-02050,8
OHE-02051,10
OHE-02052,15
OHE-02053,7
OHE-02054,8
OHE-02055,12
OHE-02056,14
OHE-02057,14
OHE-02058,15
OHE-02059,11
OHE-02060,13
OHE-02061,9
OHE-02062,9
OHE-02063,9
OHE-02064,10
OHE-02065,13
OHE-02066,13
OHE-02067,13
OHE-02068,14
OHE-02069,16
OHE-02070,9
OHE-02071,9
OHE-02072,16
OHE-02073,7
OHE-02074,15
OHE-02075,8
OHE-02076,10
OHE-02077,11
OHE-02078,13
OHE-02079,10
OHE-02080,14
OHE-02081,4
OHE-02082,8
OHE-02083,5
OHE-02084,6
OHE-02085,7
OHE-02086,7
OHE-02087,8
OHE-02088,9
OHE-02089,9
OHE-02090,10
OHE-02091,10
OHE-02092,12
OHE-02093,13
OHE-02094,13
OHE-02095,18
OHE-02096,18
OHE-02097,21
OHE-02098,7
OHE-02099,8
OHE-02100,9
OHE-02101,14
OHE-02102,15
OHE-02103,23
OHE-02104,10
OHE-02105,12
OHE-02106,13
OHE-02107,4
OHE-02108,5
OHE-02109,7
OHE-02110,9
OHE-02111,11
OHE-02112,12
OHE-02113,14
OHE-02114,6
OHE-02115,17
OHE-02116,17
OHE-02117,3
OHE-02118,8
OHE-02119,10
OHE-02120,11
OHE-02121,12
OHE-02122,14
OHE-02123,11
OHE-02124,8
OHE-02125,14
OHE-02126,10
OHE-02127,4
OHE-02128,8
OHE-02129,8
OHE-02130,8
OHE-02131,9
OHE-02132,10
OHE-02133,13
OHE-02134,16
OHE-02135,7
OHE-02136,7
OHE-02137,8
OHE-02138,8
OHE-02139,11
OHE-02140,12
OHE-02141,8
OHE-02142,7
OHE-02143,8
OHE-02144,19
OHE-02145,12
OHE-02146,16
OHE-02147,4
OHE-02148,9
OHE-02149,9
OHE-02150,15
OHE-02151,15
OHE-02152,16
OHE-02153,5
OHE-02154,8
OHE-02155,9
OHE-02156,12
OHE-02157,15
OHE-02158,15
OHE-02159,5
OHE-02160,5
OHE-02161,9
OHE-02162,10
OHE-02163,11
OHE-02164,11
OHE-02165,14
OHE-02166,15
OHE-02167,15
OHE-02168,15
OHE-02169,12
OHE-02170,7
OHE-02171,9
OHE-02172,10
OHE-02173,11
OHE-02174,11
OHE-02175,15
OHE-02176,15
OHE-02177,21
OHE-02178,9
OHE-02179,13
OHE-02180,9
OHE-02181,13
OHE-02182,18
OHE-02183,4
OHE-02184,5
OHE-02185,9
OHE-02186,10
OHE-02187,11
OHE-02188,11
OHE-02189,12
OHE-02190,12
OHE-02191,14
OHE-02192,3
OHE-02193,9
OHE-02194,9
OHE-02195,10
OHE-02196,12
OHE-02197,13
OHE-02198,17
OHE-02199,16
OHE-02200,21
OHE-02201,7
OHE-02202,12
OHE-02203,12
OHE-02204,15
OHE-02205,16
OHE-02206,17
OHE-02207,20
OHE-02208,17
OHE-02209,7
OHE-02210,8
OHE-02211,9
OHE-02212,12
OHE-02213,6
OHE-02214,4
OHE-02215,8
OHE-02216,8
OHE-02217,9
OHE-02218,9
OHE-02219,10
OHE-02220,12
OHE-02221,13
OHE-02222,6
OHE-02223,11
OHE-02224,11
OHE-02225,13
OHE-02226,13
OHE-02227,13
OHE-02228,16
OHE-02229,10
OHE-02230,6
OHE-02231,7
OHE-02232,8
OHE-02233,6
OHE-02234,8
OHE-02235,9
OHE-02236,11
OHE-02237,17
OHE-02238,22
OHE-02239,11
OHE-02240,10
OHE-02241,16
OHE-02242,20
OHE-02243,21
OHE-02244,23
OHE-02245,9
OHE-02246,9
OHE-02247,14
OHE-02248,18
OHE-02249,5
OHE-02250,7
OHE-02251,8
OHE-02252,9
OHE-02253,9
OHE-02254,10
OHE-02255,10
OHE-02256,11
OHE-02257,11
OHE-02258,12
OHE-02259,12
OHE-02260,13
OHE-02261,15
OHE-02262,20
OHE-02263,23
OHE-02264,9
OHE-02265,10
OHE-02266,11
OHE-02267,11
OHE-02268,5
OHE-02269,7
OHE-02270,7
OHE-02271,9
OHE-02272,9
OHE-02273,9
OHE-02274,11
OHE-02275,11
OHE-02276,14
OHE-02277,15
OHE-02278,16
OHE-02279,19
OHE-02280,20
OHE-02281,11
OHE-02282,12
OHE-02283,15
OHE-02284,18
OHE-02285,4
OHE-02286,4
OHE-02287,6
OHE-02288,8
OHE-02289,8
OHE-02290,10
OHE-02291,11
OHE-02292,11
OHE-02293,11
OHE-02294,11
OHE-02295,12
OHE-02296,12
OHE-02297,13
OHE-02298,13
OHE-02299,14
OHE-02300,14
OHE-02301,15
OHE-02302,16
OHE-02303,17
OHE-02304,18
OHE-02305,18
OHE-02306,21
OHE-02307,21
OHE-02308,23
OHE-02309,25
OHE-02310,11
OHE-02311,5
OHE-02312,9
OHE-02313,9
OHE-02314,9
OHE-02315,10
OHE-02316,10
OHE-02317,17
OHE-02318,4
OHE-02319,4
OHE-02320,5
OHE-02321,8
OHE-02322,10
OHE-02323,11
OHE-02324,12
OHE-02325,13
OHE-02326,14
OHE-02327,15
OHE-02328,16
OHE-02329,15
OHE-02330,19
OHE-02331,19
OHE-02332,3
OHE-02333,4
OHE-02334,9
OHE-02335,10
OHE-02336,11
OHE-02337,12
OHE-02338,13
OHE-02339,13
OHE-02340,13
OHE-02341,18
OHE-02342,20
OHE-02343,22
OHE-02344,10
OHE-02345,17
OHE-02346,9
OHE-02347,10
OHE-02348,11
OHE-02349,12
OHE-02350,13
OHE-02351,14
OHE-02352,14
OHE-02353,17
OHE-02354,6
OHE-02355,9
OHE-02356,10
OHE-02357,13
OHE-02358,17
OHE-02359,19
OHE-02360,20
OHE-02361,14
OHE-02362,16
OHE-02363,4
OHE-02364,7
OHE-02365,10
OHE-02366,11
OHE-02367,16
OHE-02368,20
OHE-02369,22
OHE-02370,6
OHE-02371,9
OHE-02372,9
OHE-02373,9
OHE-02374,10
OHE-02375,13
OHE-02376,10
OHE-02377,11
OHE-02378,14
OHE-02379,16
OHE-02380,17
OHE-02381,18
OHE-02382,20
OHE-02383,13
OHE-02384,15
OHE-02385,13
OHE-02386,13
OHE-02387,13
OHE-02388,13
OHE-02389,15
OHE-02390,17
OHE-02391,6
OHE-02392,10
OHE-02393,14
OHE-02394,12
OHE-02395,8
OHE-02396,8
OHE-02397,8
OHE-02398,6
OHE-02399,12
OHE-02400,7
OHE-02401,10
OHE-02402,10
OHE-02403,12
OHE-02404,15
OHE-02405,7
OHE-02406,9
OHE-02407,11
OHE-02408,12
OHE-02409,12
OHE-02410,13
OHE-02411,14
OHE-02412,15
OHE-02413,15
OHE-02414,16
OHE-02415,16
OHE-02416,16
OHE-02417,16
OHE-02418,16
OHE-02419,17
OHE-02420,20
